2000,   2,  26,  77.224,  28.636,  -1.000,   0.290,   0.007,
2000,   2,  27,  77.224,  28.636,   0.250,   0.201,   0.082,
2000,   2,  28,  77.224,  28.636,  -1.000,   0.451,   0.154,
2000,   2,  29,  77.224,  28.636,   0.490,   0.504,   0.168,
2000,   3,   2,  77.224,  28.636,  -1.000,   0.526,  -1.000,
2000,   3,   3,  77.224,  28.636,   0.340,   0.338,   0.086,
2000,   3,   4,  77.224,  28.636,  -1.000,   1.143,   0.048,
2000,   3,   5,  77.224,  28.636,   0.770,   0.840,   0.317,
2000,   3,   6,  77.224,  28.636,  -1.000,   0.311,  -1.000,
2000,   3,   7,  77.224,  28.636,   0.400,   0.392,   0.099,
2000,   3,   8,  77.224,  28.636,  -1.000,   0.459,   0.037,
2000,   3,  10,  77.224,  28.636,   0.350,   0.259,   0.072,
2000,   3,  11,  77.224,  28.636,  -1.000,   0.646,   0.016,
2000,   3,  12,  77.224,  28.636,   0.800,   0.674,   0.210,
2000,   3,  13,  77.224,  28.636,  -1.000,   0.444,   0.052,
2000,   3,  14,  77.224,  28.636,   0.380,   0.366,   0.145,
2000,   3,  15,  77.224,  28.636,  -1.000,   0.356,  -1.000,
2000,   3,  16,  77.224,  28.636,   0.400,   0.343,   0.105,
2000,   3,  17,  77.224,  28.636,   0.470,   0.413,   0.115,
2000,   3,  18,  77.224,  28.636,   0.460,   0.375,   0.096,
2000,   3,  19,  77.224,  28.636,   0.250,   0.203,   0.028,
2000,   3,  20,  77.224,  28.636,  -1.000,   0.320,   0.026,
2000,   3,  22,  77.224,  28.636,  -1.000,   0.361,  -1.000,
2000,   3,  23,  77.224,  28.636,   0.560,   0.392,   0.139,
2000,   3,  24,  77.224,  28.636,  -1.000,   0.527,   0.045,
2000,   3,  25,  77.224,  28.636,  -1.000,   0.251,   0.035,
2000,   3,  26,  77.224,  28.636,  -1.000,   0.499,   0.131,
2000,   3,  27,  77.224,  28.636,   0.460,   0.459,   0.140,
2000,   3,  28,  77.224,  28.636,   0.340,   0.368,   0.141,
2000,   3,  29,  77.224,  28.636,   0.380,   0.417,   0.038,
2000,   3,  30,  77.224,  28.636,   0.240,   0.233,   0.051,
2000,   3,  31,  77.224,  28.636,  -1.000,   0.440,   0.092,
2000,   4,   1,  77.224,  28.636,   0.360,   0.316,   0.092,
2000,   4,   2,  77.224,  28.636,  -1.000,   0.180,   0.037,
2000,   4,   3,  77.224,  28.636,  -1.000,   0.203,   0.052,
2000,   4,   4,  77.224,  28.636,   0.240,   0.197,   0.069,
2000,   4,   5,  77.224,  28.636,   0.380,   0.341,   0.079,
2000,   4,   6,  77.224,  28.636,   0.200,   0.223,   0.087,
2000,   4,   7,  77.224,  28.636,  -1.000,   0.339,   0.029,
2000,   4,   8,  77.224,  28.636,   0.430,   0.263,   0.115,
2000,   4,   9,  77.224,  28.636,  -1.000,   0.213,   0.078,
2000,   4,  10,  77.224,  28.636,  -1.000,   0.209,   0.035,
2000,   4,  11,  77.224,  28.636,  -1.000,   0.214,   0.072,
2000,   4,  12,  77.224,  28.636,  -1.000,   0.223,   0.068,
2000,   4,  13,  77.224,  28.636,   0.400,   0.296,   0.129,
2000,   4,  14,  77.224,  28.636,  -1.000,   0.526,   0.020,
2000,   4,  15,  77.224,  28.636,   0.330,   0.313,   0.147,
2000,   4,  16,  77.224,  28.636,   0.480,   0.405,   0.089,
2000,   4,  17,  77.224,  28.636,   0.270,   0.308,   0.078,
2000,   4,  18,  77.224,  28.636,  -1.000,   0.458,   0.036,
2000,   4,  19,  77.224,  28.636,  -1.000,   0.482,   0.043,
2000,   4,  20,  77.224,  28.636,  -1.000,   0.530,   0.055,
2000,   4,  21,  77.224,  28.636,   0.670,   0.676,   0.002,
2000,   4,  22,  77.224,  28.636,   1.260,   1.220,   0.054,
2000,   4,  23,  77.224,  28.636,   0.500,   0.457,   0.039,
2000,   4,  24,  77.224,  28.636,   0.620,   0.555,   0.066,
2000,   4,  25,  77.224,  28.636,  -1.000,   0.411,   0.060,
2000,   4,  29,  77.224,  28.636,   0.520,   0.387,   0.142,
2000,   4,  30,  77.224,  28.636,   0.290,   0.287,   0.038,
2000,   5,   1,  77.224,  28.636,   0.110,   0.211,   0.069,
2000,   5,   2,  77.224,  28.636,  -1.000,   0.309,  -1.000,
2000,   5,   3,  77.224,  28.636,   0.210,   0.208,   0.029,
2000,   5,   5,  77.224,  28.636,  -1.000,   0.474,   0.049,
2000,   5,   6,  77.224,  28.636,   0.370,   0.398,   0.067,
2000,   5,   8,  77.224,  28.636,  -1.000,   0.329,   0.112,
2000,   5,   9,  77.224,  28.636,  -1.000,   0.493,   0.043,
2000,   5,  10,  77.224,  28.636,   0.240,   0.262,   0.035,
2000,   5,  11,  77.224,  28.636,  -1.000,   0.742,   0.135,
2000,   5,  12,  77.224,  28.636,   0.790,   0.825,   0.056,
2000,   5,  14,  77.224,  28.636,  -1.000,   1.057,   0.098,
2000,   5,  15,  77.224,  28.636,  -1.000,   0.506,   0.107,
2000,   5,  16,  77.224,  28.636,  -1.000,   0.654,   0.055,
2000,   5,  17,  77.224,  28.636,   0.340,   0.480,   0.162,
2000,   5,  18,  77.224,  28.636,   0.320,   0.361,   0.026,
2000,   5,  19,  77.224,  28.636,   0.380,   0.372,   0.077,
2000,   5,  20,  77.224,  28.636,   0.590,   0.479,   0.139,
2000,   5,  21,  77.224,  28.636,   0.680,   0.645,   0.035,
